trial_index,mode,correct,reaction_time
863,noise,1,-1.0
864,noise,1,-1.0
865,go,1,-1.0
866,go,0,-1.0
867,go,1,0.53
868,go,1,-1.0
869,go,1,-1.0
870,go,1,-1.0
871,go,1,-1.0
872,noise+go,0,0.5
873,noise+go,0,-1.0
874,noise+go,0,-1.0
875,noise+go,0,0.5
876,noise+go,0,-1.0
877,noise+go,0,-1.0
878,noise+go,0,0.5
879,noise+go,0,0.5
880,noise+go,0,0.5
881,noise+go,0,-1.0
882,noise+go,0,-1.0
883,noise+go,0,-1.0
884,noise+go,0,-1.0
885,noise+go,0,-1.0
886,noise+go,0,0.5
887,noise+go,0,-1.0
888,noise+go,0,-1.0
889,noise+go,0,-1.0
890,noise+go,0,-1.0
891,noise+go,0,-1.0
892,noise+go,0,-1.0
893,noise+go,0,-1.0
894,noise+go,0,-1.0
895,noise+go,0,-1.0
896,noise+go,0,0.5
897,noise+go,0,-1.0
898,noise+go,0,-1.0
899,noise+go,0,0.5
900,noise+go,0,-1.0
901,noise+go,0,0.5
902,noise+go,0,-1.0
903,noise+go,0,-1.0
904,noise+go,0,-1.0
905,noise+go,0,-1.0
906,noise+go,0,-1.0
907,noise+go,0,-1.0
908,noise+go,0,-1.0
909,noise+go,0,-1.0
910,noise+go,0,-1.0
911,noise+go,0,0.43
912,noise+go,0,-1.0
913,noise+go,0,0.5
914,noise+go,0,-1.0
915,noise+go,0,-1.0
916,noise+go,0,-1.0
917,noise+go,0,0.5
918,noise+go,0,-1.0
919,noise+go,0,-1.0
920,noise+go,0,-1.0
921,noise+go,0,-1.0
922,noise+go,0,-1.0
923,noise+go,0,-1.0
924,noise+go,0,-1.0
925,no-go,0,-1.0
926,no-go,0,-1.0
927,no-go,1,-1.0
928,noise,0,-1.0
929,noise,0,-1.0
930,noise,0,-1.0
931,noise,0,-1.0
932,noise,0,-1.0
933,noise,0,-1.0
934,noise,0,-1.0
935,noise,0,-1.0
936,noise,0,-1.0
937,noise,0,-1.0
938,noise,0,-1.0
939,noise,0,-1.0
940,noise,0,-1.0
941,noise,0,-1.0
942,noise,0,-1.0
943,noise,0,-1.0
944,noise,0,-1.0
945,noise,0,-1.0
946,noise,0,-1.0
947,noise,0,-1.0
948,noise,0,-1.0
949,noise,0,-1.0
